match,commence_time,logged_at_utc,submission_id,score,actual_score,displayed_probability_pct,hit
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,5-2,4-0,1.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,5-3,4-0,1.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,5-4,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,0-0,4-0,3.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,1-1,4-0,3.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,2-2,4-0,1.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,3-3,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,4-4,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,0-1,4-0,2.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,0-2,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,1-2,4-0,2.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,0-3,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,1-3,4-0,1.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,2-3,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,0-4,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,1-4,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,2-4,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,3-4,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,0-5,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,1-5,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,2-5,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,3-5,4-0,0.0,0
Spain vs Saudi Arabia,2026-06-21T16:00:00Z,2026-06-21T00:00:00+00:00,conversation-spain-saudi-20260621,4-5,4-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,1-0,0-0,4.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,2-0,0-0,18.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,2-1,0-0,22.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,3-0,0-0,9.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,3-1,0-0,14.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,3-2,0-0,2.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,4-0,0-0,5.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,4-1,0-0,3.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,4-2,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,4-3,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,5-0,0-0,4.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,5-1,0-0,2.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,5-2,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,5-3,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,5-4,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,0-0,0-0,1.0,1
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,1-1,0-0,3.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,2-2,0-0,2.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,3-3,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,4-4,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,0-1,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,0-2,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,1-2,0-0,1.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,0-3,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,1-3,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,2-3,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,0-4,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,1-4,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,2-4,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,3-4,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,0-5,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,1-5,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,2-5,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,3-5,0-0,0.0,0
Belgium vs Iran,2026-06-21T19:00:00Z,2026-06-21T00:05:00+00:00,conversation-belgium-iran-20260621,4-5,0-0,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,1-0,2-2,13.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,2-0,2-2,24.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,2-1,2-2,15.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,3-0,2-2,8.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,3-1,2-2,4.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,3-2,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,4-0,2-2,2.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,4-1,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,4-2,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,4-3,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,5-0,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,5-1,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,5-2,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,5-3,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,5-4,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,0-0,2-2,9.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,1-1,2-2,6.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,2-2,2-2,1.0,1
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,3-3,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,4-4,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,0-1,2-2,4.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,0-2,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,1-2,2-2,4.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,0-3,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,1-3,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,2-3,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,0-4,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,1-4,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,2-4,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,3-4,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,0-5,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,1-5,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,2-5,2-2,0.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,3-5,2-2,1.0,0
Uruguay vs Cape Verde,2026-06-21T22:00:00Z,2026-06-21T00:10:00+00:00,conversation-uruguay-cabo-verde-20260621,4-5,2-2,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,1-0,1-3,2.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,2-0,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,2-1,1-3,3.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,3-0,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,3-1,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,3-2,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,4-0,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,4-1,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,4-2,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,4-3,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,5-0,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,5-1,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,5-2,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,5-3,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,5-4,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,0-0,1-3,6.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,1-1,1-3,10.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,2-2,1-3,7.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,3-3,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,4-4,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,0-1,1-3,11.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,0-2,1-3,17.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,1-2,1-3,20.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,0-3,1-3,5.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,1-3,1-3,7.0,1
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,2-3,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,0-4,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,1-4,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,2-4,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,3-4,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,0-5,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,1-5,1-3,0.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,2-5,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,3-5,1-3,1.0,0
New Zealand vs Egypt,2026-06-22T01:00:00Z,2026-06-21T00:15:00+00:00,conversation-new-zealand-egypt-20260621,4-5,1-3,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,1-0,2-0,4.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,2-0,2-0,15.0,1
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,2-1,2-0,18.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,3-0,2-0,9.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,3-1,2-0,7.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,3-2,2-0,4.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,4-0,2-0,3.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,4-1,2-0,4.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,4-2,2-0,2.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,4-3,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,5-0,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,5-1,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,5-2,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,5-3,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,5-4,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,0-0,2-0,2.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,1-1,2-0,4.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,2-2,2-0,4.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,3-3,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,4-4,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,0-1,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,0-2,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,1-2,2-0,1.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,0-3,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,1-3,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,2-3,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,0-4,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,1-4,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,2-4,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,3-4,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,0-5,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,1-5,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,2-5,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,3-5,2-0,0.0,0
Argentina vs Austria,2026-06-22T17:00:00Z,2026-06-22T00:00:00+00:00,conversation-argentina-austria-20260622,4-5,2-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,1-0,3-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,2-0,3-0,7.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,2-1,3-0,5.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,3-0,3-0,18.0,1
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,3-1,3-0,10.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,3-2,3-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,4-0,3-0,18.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,4-1,3-0,9.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,4-2,3-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,4-3,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,5-0,3-0,10.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,5-1,3-0,7.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,5-2,3-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,5-3,3-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,5-4,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,0-0,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,1-1,3-0,1.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,2-2,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,3-3,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,4-4,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,0-1,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,0-2,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,1-2,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,0-3,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,1-3,3-0,0.0,0
France vs Iraq,2026-06-22T21:00:00Z,2026-06-22T00:05:00+00:00,conversation-france-iraq-20260622,2-3,3-0,0.0,0
