commence_time,match,selected_score,actual_score,outcome_correct,exact_score_correct,base_points,exact_bonus_points,realized_points,expected_points,realized_minus_expected,source
2026-06-22T01:00:00Z,New Zealand vs Egypt,0-1,1-3,True,False,59.0,0.0,59.0,40.93213430619753,18.067865693802467,manu_pronos
2026-06-22T17:00:00Z,Argentina vs Austria,1-0,2-0,True,False,63.0,0.0,63.0,44.36598338461928,18.634016615380723,manu_pronos
2026-06-22T21:00:00Z,France vs Iraq,1-0,3-0,True,False,22.0,0.0,22.0,25.361113959603372,-3.3611139596033723,manu_pronos
2026-06-23T00:00:00Z,Norway vs Senegal,0-2,3-2,False,False,0.0,0.0,0.0,45.41983708253114,-45.41983708253114,manu_pronos
2026-06-23T03:00:00Z,Jordan vs Algeria,0-1,1-2,True,False,67.0,0.0,67.0,45.69458464719886,21.30541535280114,manu_pronos
2026-06-23T17:00:00Z,Portugal vs Uzbekistan,4-0,5-0,True,False,24.0,0.0,24.0,23.918734703948033,0.08126529605196708,manu_pronos
2026-06-23T20:00:00Z,England vs Ghana,1-0,0-0,False,False,0.0,0.0,0.0,42.13689192079673,-42.13689192079673,manu_pronos
2026-06-23T23:00:00Z,Panama vs Croatia,0-0,0-1,False,False,0.0,0.0,0.0,30.402611260009177,-30.402611260009177,manu_pronos
2026-06-24T02:00:00Z,Colombia vs DR Congo,1-0,1-0,True,True,77.0,50.0,127.0,55.745339923118316,71.25466007688169,manu_pronos
2026-06-24T19:00:00Z,Switzerland vs Canada,0-1,2-1,False,False,0.0,0.0,0.0,41.05339282282292,-41.05339282282292,manu_pronos
2026-06-24T19:00:00Z,Bosnia & Herzegovina vs Qatar,3-0,3-1,True,False,87.0,0.0,87.0,64.3409939121656,22.6590060878344,manu_pronos
2026-06-24T22:01:00Z,Scotland vs Brazil,0-1,0-3,True,False,48.0,0.0,48.0,40.9123227688709,7.087677231129099,manu_pronos
2026-06-24T22:00:00Z,Morocco vs Haiti,3-1,4-2,True,False,29.0,0.0,29.0,28.37680204790736,0.6231979520926387,manu_pronos
2026-06-25T01:00:00Z,South Africa vs South Korea,0-1,1-0,False,False,0.0,0.0,0.0,56.39847993233744,-56.39847993233744,manu_pronos
2026-06-25T01:00:00Z,Czech Republic vs Mexico,0-2,0-3,True,False,91.0,0.0,91.0,49.119969070940684,41.880030929059316,manu_pronos
2026-06-25T20:00:00Z,Ecuador vs Germany,2-1,2-1,True,True,145.0,20.0,165.0,34.84631383988382,130.1536861601162,manu_pronos
2026-06-25T20:00:00Z,Curaçao vs Ivory Coast,0-4,0-2,True,False,53.0,0.0,53.0,48.456276113637465,4.543723886362535,manu_pronos
2026-06-25T23:00:00Z,Tunisia vs Netherlands,0-1,1-3,True,False,56.0,0.0,56.0,54.53330216851201,1.4666978314879913,manu_pronos
2026-06-25T23:00:00Z,Japan vs Sweden,3-0,1-1,False,False,0.0,0.0,0.0,52.363494352021625,-52.363494352021625,manu_pronos
2026-06-26T02:00:00Z,Turkey vs USA,1-3,3-2,False,False,0.0,0.0,0.0,49.04583592125076,-49.04583592125076,manu_pronos
2026-06-26T02:00:00Z,Paraguay vs Australia,0-0,0-0,True,True,104.0,50.0,154.0,47.35377295221503,106.64622704778498,manu_pronos
