strategy,commence_time,match,selected_score,actual_score,outcome_correct,exact_score_correct,base_points,exact_bonus_points,realized_points,expected_points,realized_minus_expected
underdog_1_0,2026-06-14T01:00:00Z,Haiti vs Scotland,1-0,0-1,False,False,0.0,0.0,0.0,21.42899355547959,-21.42899355547959
underdog_1_0,2026-06-14T04:00:00Z,Australia vs Turkey,1-0,2-0,True,False,126.0,0.0,126.0,28.022940498111907,97.97705950188809
underdog_1_0,2026-06-14T17:01:00Z,Germany vs Curaçao,0-1,7-1,False,False,0.0,0.0,0.0,4.589673380000018,-4.589673380000018
underdog_1_0,2026-06-14T20:00:00Z,Netherlands vs Japan,0-1,2-2,False,False,0.0,0.0,0.0,32.280709208810734,-32.280709208810734
underdog_1_0,2026-06-14T23:03:00Z,Ivory Coast vs Ecuador,1-0,1-0,True,True,108.0,20.0,128.0,30.53911411808664,97.46088588191336
underdog_1_0,2026-06-15T02:00:00Z,Sweden vs Tunisia,0-1,5-1,False,False,0.0,0.0,0.0,30.492180624352446,-30.492180624352446
underdog_1_0,2026-06-15T16:01:00Z,Spain vs Cape Verde,0-1,0-0,False,False,0.0,0.0,0.0,7.737263879639405,-7.737263879639405
underdog_1_0,2026-06-15T19:00:00Z,Belgium vs Egypt,0-1,1-1,False,False,0.0,0.0,0.0,27.899343965144134,-27.899343965144134
underdog_1_0,2026-06-15T22:03:00Z,Saudi Arabia vs Uruguay,1-0,1-1,False,False,0.0,0.0,0.0,21.0122561220276,-21.0122561220276
underdog_1_0,2026-06-16T01:03:00Z,Iran vs New Zealand,0-1,2-2,False,False,0.0,0.0,0.0,31.476925699049932,-31.476925699049932
underdog_1_0,2026-06-16T19:02:00Z,France vs Senegal,0-1,3-1,False,False,0.0,0.0,0.0,21.02372698281731,-21.02372698281731
underdog_1_0,2026-06-16T22:00:00Z,Iraq vs Norway,1-0,1-4,False,False,0.0,0.0,0.0,13.689832839231949,-13.689832839231949
underdog_1_0,2026-06-17T01:02:00Z,Argentina vs Algeria,0-1,3-0,False,False,0.0,0.0,0.0,19.08350054934687,-19.08350054934687
underdog_1_0,2026-06-17T04:02:00Z,Austria vs Jordan,0-1,3-1,False,False,0.0,0.0,0.0,17.90324304532391,-17.90324304532391
underdog_1_0,2026-06-17T17:01:00Z,Portugal vs DR Congo,0-1,1-1,False,False,0.0,0.0,0.0,15.814342484041212,-15.814342484041212
underdog_1_0,2026-06-17T20:00:00Z,England vs Croatia,0-1,4-2,False,False,0.0,0.0,0.0,28.395451746133563,-28.395451746133563
underdog_1_0,2026-06-17T23:00:00Z,Ghana vs Panama,0-1,1-0,False,False,0.0,0.0,0.0,32.149220426201836,-32.149220426201836
underdog_1_0,2026-06-18T02:00:00Z,Uzbekistan vs Colombia,1-0,1-3,False,False,0.0,0.0,0.0,19.686121687434618,-19.686121687434618
favorite_1_0,2026-06-11T19:00:00Z,Mexico vs South Africa,1-0,2-0,True,False,49.0,0.0,49.0,40.361599372493515,8.638400627506485
favorite_1_0,2026-06-12T02:00:00Z,South Korea vs Czech Republic,1-0,2-1,True,False,96.0,0.0,96.0,37.91740975490535,58.08259024509465
favorite_1_0,2026-06-12T19:02:00Z,Canada vs Bosnia & Herzegovina,1-0,1-1,False,False,0.0,0.0,0.0,38.04506121576355,-38.04506121576355
favorite_1_0,2026-06-13T01:02:00Z,USA vs Paraguay,1-0,4-1,True,False,74.0,0.0,74.0,39.519156804975964,34.480843195024036
favorite_1_0,2026-06-13T19:04:00Z,Qatar vs Switzerland,0-1,1-1,False,False,0.0,0.0,0.0,30.69331292441129,-30.69331292441129
favorite_1_0,2026-06-13T22:04:00Z,Brazil vs Morocco,1-0,1-1,False,False,0.0,0.0,0.0,39.71284122168005,-39.71284122168005
favorite_1_0,2026-06-14T01:00:00Z,Haiti vs Scotland,0-1,0-1,True,True,44.0,50.0,94.0,34.578704747658506,59.421295252341494
favorite_1_0,2026-06-14T04:00:00Z,Australia vs Turkey,0-1,2-0,False,False,0.0,0.0,0.0,40.798080925058386,-40.798080925058386
favorite_1_0,2026-06-14T17:01:00Z,Germany vs Curaçao,1-0,7-1,True,False,15.0,0.0,15.0,17.351409278469045,-2.3514092784690455
favorite_1_0,2026-06-14T20:00:00Z,Netherlands vs Japan,1-0,2-2,False,False,0.0,0.0,0.0,38.96844172675913,-38.96844172675913
favorite_1_0,2026-06-14T23:03:00Z,Ivory Coast vs Ecuador,0-1,1-0,False,False,0.0,0.0,0.0,38.7318652693703,-38.7318652693703
favorite_1_0,2026-06-15T02:00:00Z,Sweden vs Tunisia,1-0,5-1,True,False,72.0,0.0,72.0,39.217656598480964,32.782343401519036
favorite_1_0,2026-06-15T16:01:00Z,Spain vs Cape Verde,1-0,0-0,False,False,0.0,0.0,0.0,18.26892791921989,-18.26892791921989
favorite_1_0,2026-06-15T19:00:00Z,Belgium vs Egypt,1-0,1-1,False,False,0.0,0.0,0.0,38.761709802995085,-38.761709802995085
favorite_1_0,2026-06-15T22:03:00Z,Saudi Arabia vs Uruguay,0-1,1-1,False,False,0.0,0.0,0.0,37.835420152561056,-37.835420152561056
favorite_1_0,2026-06-16T01:03:00Z,Iran vs New Zealand,1-0,2-2,False,False,0.0,0.0,0.0,35.73445840338804,-35.73445840338804
favorite_1_0,2026-06-16T19:02:00Z,France vs Senegal,1-0,3-1,True,False,46.0,0.0,46.0,37.33260648788813,8.667393512111872
favorite_1_0,2026-06-16T22:00:00Z,Iraq vs Norway,0-1,1-4,True,False,30.0,0.0,30.0,28.191051889607678,1.808948110392322
favorite_1_0,2026-06-17T01:02:00Z,Argentina vs Algeria,1-0,3-0,True,False,43.0,0.0,43.0,36.35937982255008,6.640620177449918
favorite_1_0,2026-06-17T04:02:00Z,Austria vs Jordan,1-0,3-1,True,False,38.0,0.0,38.0,33.13847181203296,4.861528187967039
favorite_1_0,2026-06-17T17:01:00Z,Portugal vs DR Congo,1-0,1-1,False,False,0.0,0.0,0.0,31.538347641175655,-31.538347641175655
favorite_1_0,2026-06-17T20:00:00Z,England vs Croatia,1-0,4-2,True,False,59.0,0.0,59.0,36.31553338540708,22.68446661459292
favorite_1_0,2026-06-17T23:00:00Z,Ghana vs Panama,1-0,1-0,True,True,73.0,30.0,103.0,38.55387512130551,64.44612487869449
favorite_1_0,2026-06-18T02:00:00Z,Uzbekistan vs Colombia,0-1,1-3,True,False,44.0,0.0,44.0,35.49883129652183,8.501168703478172
bookmaker_injected_top1,2026-06-11T19:00:00Z,Mexico vs South Africa,1-0,2-0,True,False,49.0,0.0,49.0,39.56202976198428,9.437970238015723
bookmaker_injected_top1,2026-06-12T02:00:00Z,Korea vs Czech Republic,2-0,2-1,True,False,96.0,0.0,96.0,37.60452098119847,58.39547901880153
bookmaker_injected_top1,2026-06-12T19:02:00Z,Canada vs Bosnia,1-0,1-1,False,False,0.0,0.0,0.0,39.322394102353734,-39.322394102353734
bookmaker_injected_top1,2026-06-13T01:02:00Z,USA vs Paraguay,2-0,4-1,True,False,74.0,0.0,74.0,39.9813064015737,34.0186935984263
bookmaker_injected_top1,2026-06-13T19:04:00Z,Qatar vs Switzerland,0-1,1-1,False,False,0.0,0.0,0.0,32.78069429635359,-32.78069429635359
bookmaker_injected_top1,2026-06-13T22:04:00Z,Brazil vs Morocco,1-0,1-1,False,False,0.0,0.0,0.0,38.526171580031686,-38.526171580031686
bookmaker_injected_top1,2026-06-14T01:00:00Z,Haiti vs Scotland,0-1,0-1,True,True,44.0,50.0,94.0,34.61719049619253,59.38280950380747
bookmaker_injected_top1,2026-06-14T04:00:00Z,Australia vs Turkey,0-1,2-0,False,False,0.0,0.0,0.0,40.621243040707384,-40.621243040707384
bookmaker_injected_top1,2026-06-14T17:01:00Z,Germany vs Curacao,3-0,7-1,True,False,15.0,0.0,15.0,20.030627350587828,-5.030627350587828
bookmaker_injected_top1,2026-06-14T20:00:00Z,Netherlands vs Japan,1-0,2-2,False,False,0.0,0.0,0.0,40.096946755663744,-40.096946755663744
bookmaker_injected_top1,2026-06-14T23:03:00Z,Ivory Coast vs Ecuador,0-1,1-0,False,False,0.0,0.0,0.0,38.34770101841604,-38.34770101841604
bookmaker_injected_top1,2026-06-15T02:00:00Z,Sweden vs Tunisia,2-1,5-1,True,False,72.0,0.0,72.0,39.041071781516884,32.958928218483116
bookmaker_injected_top1,2026-06-15T16:01:00Z,Spain vs Cabo Verde,2-0,0-0,False,False,0.0,0.0,0.0,20.190586769871466,-20.190586769871466
bookmaker_injected_top1,2026-06-15T19:00:00Z,Belgium vs Egypt,1-0,1-1,False,False,0.0,0.0,0.0,38.45170022426491,-38.45170022426491
bookmaker_injected_top1,2026-06-15T22:03:00Z,Saudi Arabia vs Uruguay,0-1,1-1,False,False,0.0,0.0,0.0,38.49206140492406,-38.49206140492406
bookmaker_injected_top1,2026-06-16T01:03:00Z,Iran vs New Zealand,1-1,2-2,True,False,116.0,0.0,116.0,37.509772425567355,78.49022757443265
bookmaker_injected_top1,2026-06-16T19:02:00Z,France vs Senegal,1-0,3-1,True,False,46.0,0.0,46.0,37.386789937167556,8.613210062832444
bookmaker_injected_top1,2026-06-16T22:00:00Z,Iraq vs Norway,0-2,1-4,True,False,30.0,0.0,30.0,28.912589378308358,1.0874106216916424
bookmaker_injected_top1,2026-06-17T01:02:00Z,Argentina vs Algeria,1-0,3-0,True,False,43.0,0.0,43.0,34.975620381378924,8.024379618621076
bookmaker_injected_top1,2026-06-17T04:02:00Z,Austria vs Jordan,1-0,3-1,True,False,38.0,0.0,38.0,32.976542269406565,5.023457730593435
bookmaker_injected_top1,2026-06-17T17:01:00Z,Portugal vs RD Congo,1-0,1-1,False,False,0.0,0.0,0.0,32.29787409898813,-32.29787409898813
bookmaker_injected_top1,2026-06-17T20:00:00Z,England vs Croatia,1-0,4-2,True,False,59.0,0.0,59.0,37.893833359413215,21.106166640586785
bookmaker_injected_top1,2026-06-17T23:00:00Z,Ghana vs Panama,1-0,1-0,True,True,73.0,20.0,93.0,36.940460986276314,56.059539013723686
bookmaker_injected_top1,2026-06-18T02:00:00Z,Uzbekistan vs Colombia,0-1,1-3,True,False,44.0,0.0,44.0,35.89141683741546,8.108583162584537
optimal_current,2026-06-11T19:00:00Z,Mexico vs South Africa,1-0,2-0,True,False,49.0,0.0,49.0,40.361599372493515,8.638400627506485
optimal_current,2026-06-12T02:00:00Z,South Korea vs Czech Republic,2-0,2-1,True,False,96.0,0.0,96.0,38.14102721512523,57.85897278487477
optimal_current,2026-06-12T19:02:00Z,Canada vs Bosnia & Herzegovina,1-0,1-1,False,False,0.0,0.0,0.0,38.04506121576355,-38.04506121576355
optimal_current,2026-06-13T01:02:00Z,USA vs Paraguay,1-0,4-1,True,False,74.0,0.0,74.0,39.519156804975964,34.480843195024036
optimal_current,2026-06-13T19:04:00Z,Qatar vs Switzerland,0-2,1-1,False,False,0.0,0.0,0.0,31.18747769088261,-31.18747769088261
optimal_current,2026-06-13T22:04:00Z,Brazil vs Morocco,1-0,1-1,False,False,0.0,0.0,0.0,39.71284122168005,-39.71284122168005
optimal_current,2026-06-14T01:00:00Z,Haiti vs Scotland,0-1,0-1,True,True,44.0,50.0,94.0,34.578704747658506,59.421295252341494
optimal_current,2026-06-14T04:00:00Z,Australia vs Turkey,0-1,2-0,False,False,0.0,0.0,0.0,40.798080925058386,-40.798080925058386
optimal_current,2026-06-14T17:01:00Z,Germany vs Curaçao,4-1,7-1,True,False,15.0,0.0,15.0,19.666836942300865,-4.666836942300865
optimal_current,2026-06-14T20:00:00Z,Netherlands vs Japan,2-0,2-2,False,False,0.0,0.0,0.0,40.26609489520858,-40.26609489520858
optimal_current,2026-06-14T23:03:00Z,Ivory Coast vs Ecuador,0-1,1-0,False,False,0.0,0.0,0.0,38.7318652693703,-38.7318652693703
optimal_current,2026-06-15T02:00:00Z,Sweden vs Tunisia,1-0,5-1,True,False,72.0,0.0,72.0,39.217656598480964,32.782343401519036
optimal_current,2026-06-15T16:01:00Z,Spain vs Cape Verde,2-0,0-0,False,False,0.0,0.0,0.0,21.19682327950677,-21.19682327950677
optimal_current,2026-06-15T19:00:00Z,Belgium vs Egypt,1-0,1-1,False,False,0.0,0.0,0.0,38.761709802995085,-38.761709802995085
optimal_current,2026-06-15T22:03:00Z,Saudi Arabia vs Uruguay,0-1,1-1,False,False,0.0,0.0,0.0,37.835420152561056,-37.835420152561056
optimal_current,2026-06-16T01:03:00Z,Iran vs New Zealand,1-0,2-2,False,False,0.0,0.0,0.0,35.73445840338804,-35.73445840338804
optimal_current,2026-06-16T19:02:00Z,France vs Senegal,1-0,3-1,True,False,46.0,0.0,46.0,37.33260648788813,8.667393512111872
optimal_current,2026-06-16T22:00:00Z,Iraq vs Norway,0-2,1-4,True,False,30.0,0.0,30.0,28.912589378308358,1.0874106216916424
optimal_current,2026-06-17T01:02:00Z,Argentina vs Algeria,1-0,3-0,True,False,43.0,0.0,43.0,36.35937982255008,6.640620177449918
optimal_current,2026-06-17T04:02:00Z,Austria vs Jordan,2-0,3-1,True,False,38.0,0.0,38.0,34.42628598492526,3.573714015074742
optimal_current,2026-06-17T17:01:00Z,Portugal vs DR Congo,2-0,1-1,False,False,0.0,0.0,0.0,33.07766754211175,-33.07766754211175
optimal_current,2026-06-17T20:00:00Z,England vs Croatia,1-0,4-2,True,False,59.0,0.0,59.0,36.31553338540708,22.68446661459292
optimal_current,2026-06-17T23:00:00Z,Ghana vs Panama,2-0,1-0,True,False,73.0,0.0,73.0,39.68454146600393,33.31545853399607
optimal_current,2026-06-18T02:00:00Z,Uzbekistan vs Colombia,0-1,1-3,True,False,44.0,0.0,44.0,35.49883129652183,8.501168703478172
